Sample material properties:
 material_id  transition_metal_content  rare_earth_content  carbon_content  main_group_content  alkali_metal_content  halogen_content  post_transition_metal_content  s_electron_count  p_electron_count  d_electron_count  f_electron_count  total_valence_electrons crystalline_symmetry  spin_orbit_coupling  magnetic_anisotropy  electron_phonon_coupling  thermal_stability  chemical_stability  synthesis_difficulty  cost_factor
    140               0.331244               0.052888          0.225841          0.202611             0.097349           0.059569                0.030498                 1.398355          0.850525          6.328241          3.734453            12.311574                hexagonal           1.943388            -0.372430                0.571040             674.180117           0.177913             0.259152         0.374167  
    141               0.042879               0.066382          0.037077          0.259518             0.193887           0.315909                0.084348                 1.615656          5.150611          4.037006          8.150888            18.954160                 trigonal           1.356575            -0.400644                0.989501             475.907843           0.058237             0.709213         5.990202  
    142               0.053938               0.205844          0.256609          0.037754             0.039612           0.237098                0.169145                 0.328370          1.342913          5.630132          6.209737            13.511152               monoclinic           1.424745            -0.910431                0.498778             123.171760           0.369330             0.664301         5.692284  
    143               0.104671               0.023520          0.308203          0.050628             0.264239           0.047433                0.201306                 0.398272          0.866091          4.704425          8.728714            14.697503                triclinic           1.484093            -0.995144                0.286983             777.766798           0.551420             0.403466         4.974810  
    144               0.096621               0.131090          0.123575          0.171882             0.087702           0.326474                0.062656                 1.600230          4.654447          9.651431          3.918058            19.824167             orthorhombic           0.461085             0.568203                0.221516             531.009217           0.469737             0.192682         7.754483  
    145               0.214188               0.174057          0.108595          0.186663             0.165676           0.011967                0.138854                 1.581137          2.054300          2.616740          8.770529            15.022706                hexagonal           1.983015            -0.559669                0.781047             357.669821           0.778355             0.093358         8.615026  
    146               0.080821               0.077001          0.254580          0.228750             0.023965           0.242659                0.092224                 1.271462          1.209070          6.157224          8.676439            17.314195               monoclinic           1.109744            -0.799659                0.567932             217.902379           0.068393             0.753593         2.931335  
    147               0.358364               0.086573          0.302633          0.212310             0.019704           0.000354                0.020063                 1.765293          5.370597          0.364185          0.800682             8.300758               monoclinic           0.081265             0.087769                0.976653             379.404021           0.352039             0.485731         6.469780  
    148               0.215301               0.125431          0.030594          0.179810             0.231241           0.121615                0.096008                 0.140876          0.590285          1.820295          6.804129             9.355586                    cubic           0.964176            -0.889755                0.534086             702.984232           0.484269             0.625927         1.259391  
    149               0.223722               0.019132          0.281705          0.155741             0.266418           0.022832                0.030449                 1.593980          5.613105          7.503963         10.235380            24.946427                hexagonal           1.607822            -0.105077                0.672368              74.427725           0.405110             0.702626         4.770200  
    150               0.278080               0.054744          0.309540          0.074054             0.034927           0.190242                0.058414                 0.448970          3.198747          4.141426          5.039541            12.828683                hexagonal           1.643490             0.304681                0.466507             790.864001           0.542446             0.044968         6.273026  
    151               0.076559               0.207197          0.074131          0.138584             0.220738           0.119960                0.162831                 1.808542          5.079031          7.874806         10.229899            24.992278                 trigonal           1.351843            -0.697270                0.544134             281.661633           0.358126             0.322210         9.732008  
    152               0.077794               0.065172          0.156376          0.111579             0.148613           0.168093                0.272373                 1.510204          4.608304          4.850976          4.093146            15.062630                hexagonal           1.402550             0.009093                0.335488             756.250222           0.033190             0.983048         6.656803  
    153               0.177547               0.131404          0.035191          0.246712             0.182623           0.141865                0.084659                 0.356840          2.029219          6.476194          1.131276             9.993529                hexagonal           1.119047             0.815988                0.390297             622.625178           0.085884             0.420888         3.075220  
    154               0.206667               0.173765          0.162882          0.128770             0.027024           0.177906                0.122986                 1.579011          2.149726          9.285833         13.532218            26.546789                 trigonal           1.881018             0.172317                0.169142             540.032085           0.975658             0.222532         0.557993  
    155               0.285088               0.095690          0.146498          0.124313             0.205407           0.011079                0.131925                 1.498659          4.083574          8.585012          7.781140            21.948385                triclinic           0.653884            -0.827279                0.502047             368.861295           0.440483             0.402768         7.749676  
    156               0.230906               0.112145          0.160790          0.095658             0.087676           0.295819                0.017006                 1.060828          2.024986          4.302315          1.112212             8.500340               tetragonal           0.417778            -0.700197                0.681408             668.700040           0.050443             0.179413         4.800533  
    157               0.137309               0.113579          0.207245          0.224653             0.175755           0.044107                0.097352                 1.352270          0.415990          8.126310         11.093008            20.987577                 trigonal           1.030278            -0.156818                0.007977             315.432835           0.625766             0.189586         5.250494  
    158               0.204876               0.193193          0.093602          0.114320             0.245441           0.128188                0.020380                 1.585194          3.089875          3.138555          7.765076            15.578700               tetragonal           0.714613             0.841647                0.190622             405.052200           0.258061             0.354157         7.631994  
    159               0.130100               0.129878          0.263968          0.103888             0.024980           0.168006                0.179179                 1.500634          3.267813          3.455984          6.059731            14.284161                    cubic           1.014308             0.726390                0.413542             736.824319           0.331503             0.904640         1.852803  
    160               0.065375               0.172308          0.128662          0.198817             0.243141           0.046173                0.145523                 1.791594          4.872574          6.748836          7.295666            20.708670                    cubic           0.354242            -0.593882                0.390941             307.045407           0.097838             0.006597         1.472649  
    161               0.038273               0.203361          0.041128          0.195607             0.258322           0.025268                0.238041                 1.395926          3.842821          0.557241          7.633070            13.429057                hexagonal           1.119724             0.245788                0.885114              96.124291           0.149562             0.478397         3.906362  
    162               0.054059               0.110470          0.121493          0.191156             0.170788           0.193860                0.158173                 1.982886          3.300325          5.914243          1.102631            12.300084               monoclinic           1.682539             0.705574                0.060163             774.876624           0.975633             0.685957         4.594261  
    163               0.050339               0.064341          0.302375          0.113645             0.100898           0.186517                0.181885                 1.945724          3.251988          7.035855         10.683976            22.917543                triclinic           1.002177             0.257903                0.159784             660.906707           0.557769             0.189940         6.161263  
    164               0.022306               0.019587          0.215452          0.187695             0.218386           0.151339                0.185235                 1.702739          5.741510          4.918461         12.350354            24.713065                triclinic           1.722231             0.090358                0.918209             118.653676           0.811003             0.957342         0.938127  
    165               0.078124               0.193148          0.027168          0.025827             0.250819           0.198890                0.226024                 1.543317          3.521400          7.043050         11.874626            23.982393             orthorhombic           0.959809             0.141854                0.713194             211.023808           0.656824             0.095843         5.975259  
    166               0.226762               0.095906          0.016821          0.011663             0.402282           0.008526                0.238039                 1.122124          0.728524          8.275584          1.362746            11.488977                    cubic           1.715381             0.791330                0.598811             155.814596           0.803201             0.719510         4.553486  
    167               0.243699               0.106041          0.238345          0.028446             0.220426           0.042492                0.120551                 1.861832          1.469753          8.712263         10.406060            22.449907                triclinic           1.271652            -0.889714                0.529750             168.477245           0.249319             0.414753         5.592027  
    168               0.140301               0.000604          0.149445          0.191491             0.025004           0.270830                0.222325                 1.855718          0.687267          5.015459          0.409638             7.968081             orthorhombic           1.296504            -0.545290                0.587447             550.979240           0.424111             0.525181         8.382040  
    169               0.153432               0.165914          0.208778          0.139652             0.041863           0.087043                0.203319                 1.065356          4.181645          0.721823          4.519518            10.488342                triclinic           0.499741            -0.877315                0.680420             704.525516           0.694629             0.831892         0.185145  
    170               0.245655               0.119325          0.220989          0.004927             0.165338           0.056799                0.186967                 0.782998          2.486797          7.059651         10.395596            20.725042                    cubic           1.836523            -0.859746                0.692915             220.730310           0.140319             0.207800         6.523088  
    171               0.112908               0.036917          0.188192          0.099266             0.291243           0.157598                0.113876                 0.982258          4.121231          7.738913          7.460920            20.303322             orthorhombic           1.975224             0.431231                0.371833             366.829489           0.732873             0.521177         4.446129  
    172               0.058255               0.178299          0.178470          0.184836             0.071389           0.144316                0.184434                 0.736093          3.832401          1.571584          2.448681             8.588759                 trigonal           1.525187            -0.905846                0.601325             145.788368           0.382781             0.681627         2.807337  
    173               0.016969               0.198401          0.042547          0.132940             0.158909           0.158216                0.292019                 0.429190          1.359378          0.127745          5.777680             7.693993                    cubic           0.335905            -0.021613                0.577318             604.657261           0.799715             0.063555         0.672582  
    174               0.231666               0.025990          0.122898          0.122733             0.257300           0.160705                0.078708                 0.143136          4.464950          0.560888          5.422118            10.591093               tetragonal           0.914565            -0.220846                0.369766             507.161352           0.861847             0.079228         5.528812  
    175               0.277031               0.110597          0.081586          0.292246             0.101577           0.058119                0.078845                 0.578666          2.866205          5.767452          1.140858            10.353180                hexagonal           0.272059             0.672061                0.573509             195.696596           0.505548             0.999247         2.375487  
    176               0.154452               0.073976          0.068498          0.290450             0.175253           0.130821                0.106550                 1.044970          0.675341          7.343750          1.256992            10.321054               tetragonal           1.216247             0.314728                0.411283             691.066038           0.068378             0.573303         7.294499  
    177               0.110995               0.009440          0.114754          0.344347             0.065539           0.351798                0.003125                 1.885165          2.284634          3.975003          6.045611            14.190412                triclinic           0.447148            -0.110270                0.721045             391.970563           0.428021             0.412341         5.402875  
    178               0.088266               0.137533          0.312570          0.318884             0.026832           0.065620                0.050295                 1.488686          4.051162          8.180950          4.680197            18.400995                 trigonal           0.575016            -0.027409                0.107028             388.154002           0.041725             0.365684         4.225785  
    179               0.108627               0.159462          0.051526          0.189910             0.083816           0.134145                0.272513                 1.116528          1.687807          6.820900         10.901347            20.526583             orthorhombic           1.719595             0.117517                0.163664             243.392594           0.324287             0.407489         6.725934  
    180               0.098489               0.083067          0.099881          0.155100             0.248351           0.275252                0.039862                 1.666223          3.451143          6.837291          9.565834            21.520491               monoclinic           0.692072            -0.076983                0.058096             723.227888           0.381387             0.518982         0.569660  
    181               0.043190               0.046067          0.145141          0.292493             0.107508           0.313760                0.051841                 0.330748          5.087397          1.724945         12.291579            19.434669                hexagonal           0.255740            -0.334998                0.087828             663.505051           0.169014             0.154760         0.153194  
    182               0.184854               0.248696          0.105748          0.034938             0.230873           0.111544                0.083347                 1.646757          3.899501          6.314890          4.148685            16.009834                    cubic           0.037519            -0.068088                0.175311             664.480485           0.925919             0.258251         7.794893  
    183               0.069081               0.121487          0.133205          0.088459             0.317063           0.150736                0.119970                 0.908355          4.389959          3.291325          2.191595            10.781234                hexagonal           1.860026            -0.226350                0.049685             100.495226           0.543405             0.053894         8.467386  
    184               0.040371               0.260790          0.127056          0.183958             0.082633           0.138201                0.166992                 1.926283          2.052319          4.930567         10.481297            19.390466                hexagonal           0.540192            -0.808878                0.816001             233.705696           0.629714             0.550095         4.777499  
    185               0.053626               0.016998          0.136066          0.222170             0.120353           0.239993                0.210794                 1.523633          2.559302          6.590029          6.816105            17.489069                hexagonal           0.531998             0.243293                0.712569             479.240342           0.372688             0.100267         8.412034  
    186               0.091666               0.162227          0.082874          0.230814             0.211969           0.026188                0.194262                 1.399913          0.303842          8.028555         10.483758            20.216068                 trigonal           1.614217            -0.239392                0.479131             255.869727           0.186880             0.172590         6.946763  
    187               0.206717               0.155171          0.014355          0.097457             0.174604           0.252221                0.099475                 0.941828          2.786380          2.220507         12.758434            18.707149                    cubic           0.670110             0.743271                0.888579             450.935542           0.489631             0.507780         8.458056  
    188               0.150847               0.001916          0.235214          0.246205             0.222856           0.061885                0.081076                 1.402645          2.473222          4.826205         12.363161            21.065234                triclinic           1.316943            -0.827417                0.338364             655.685002           0.019212             0.917882         8.442583  
    189               0.106273               0.087515          0.207486          0.117638             0.179869           0.112311                0.188908                 1.974051          5.285187          2.725970          2.415695            12.400903               monoclinic           1.545652            -0.748504                0.683648              67.673714           0.203076             0.119140         6.063286  
    190               0.135796               0.072671          0.201650          0.178703             0.107177           0.191323                0.112679                 1.228640          4.762476          3.221442         11.253857            20.466415                triclinic           1.625204            -0.480214                0.785076             313.825928           0.122340             0.305872         0.372531  
    191               0.274795               0.185112          0.183437          0.007103             0.025402           0.183172                0.140979                 0.932797          1.576598          9.285894          7.378375            19.173664               tetragonal           1.372618             0.496267                0.177908             598.488651           0.397074             0.606858         9.435824  
    192               0.166217               0.068272          0.138916          0.121809             0.213793           0.211474                0.079518                 1.089514          4.735364          6.635453          4.657547            17.117877                    cubic           0.069997            -0.252097                0.933869             302.982785           0.305727             0.013972         0.432404  
    193               0.144416               0.215030          0.191501          0.190802             0.002871           0.068726                0.186655                 0.225995          2.510817          1.763007          2.146514             6.646332             orthorhombic           0.413339            -0.071573                0.091461             467.375815           0.146399             0.254161         8.600432  
    194               0.035073               0.168476          0.104692          0.147045             0.151220           0.192420                0.201075                 0.426573          1.436837          5.687939          7.395270            14.946619                triclinic           0.625659            -0.566937                0.706368             556.643329           0.121575             0.471337         3.771322  
    195               0.226974               0.096041          0.114241          0.241578             0.284392           0.036257                0.000518                 1.943866          3.597345          6.888805         12.999251            25.429267                 trigonal           1.290656             0.103784                0.988907             211.380816           0.435128             0.935401         4.528250  
    196               0.163009               0.024728          0.111044          0.187876             0.245715           0.105921                0.161706                 1.150387          3.309882          5.975146         11.840899            22.276314                hexagonal           0.340861            -0.173576                0.827330             259.179049           0.431836             0.954285         6.798675  
    197               0.251407               0.076015          0.143160          0.143828             0.124435           0.176472                0.084683                 0.060577          1.784437          4.653212          5.880783            12.379009                hexagonal           0.494468            -0.390095                0.883657             172.251657           0.816190             0.873259         0.191837  
    198               0.202355               0.268938          0.038331          0.014659             0.054464           0.330694                0.090559                 1.844818          1.742973          9.466922          3.942534            16.997247                hexagonal           1.364850            -0.455502                0.524983             361.977801           0.935235             0.714309         2.040554  
    199               0.040806               0.041833          0.114044          0.321595             0.003136           0.187514                0.291072                 0.106052          4.868887          9.656650          6.550155            21.181744               tetragonal           0.525715            -0.011142                0.411149             230.177614           0.175475             0.405818         4.263410  
    200               0.157212               0.102651          0.091993          0.014363             0.207597           0.229464                0.196720                 1.043656          0.046696          7.666176          7.590602            16.347130               tetragonal           1.658679            -0.548473                0.948465             173.298141           0.840347             0.258816         5.267056  
    201               0.236989               0.091349          0.223905          0.150216             0.077942           0.173042                0.046558                 1.296179          0.252997          5.808697          7.383438            14.741310                triclinic           1.325644             0.243002                0.668124             560.474905           0.664847             0.556624         1.244871  
    202               0.167712               0.298538          0.043829          0.105423             0.157321           0.146754                0.080424                 1.990395          0.372875          5.078348          5.951115            13.392733               monoclinic           1.103625             0.612189                0.321021             796.820048           0.711971             0.219331         3.873210  
    203               0.117181               0.122174          0.175921          0.101027             0.129228           0.174565                0.179905                 0.603477          0.404807          5.268523          0.775487             7.052294                hexagonal           1.403927            -0.841740                0.383779             153.585393           0.245017             0.615374         6.597642  
    204               0.235418               0.044516          0.170442          0.033390             0.244417           0.211669                0.060148                 0.831552          4.641657          3.827585          3.029278            12.330072                triclinic           1.062886            -0.679045                0.794463             441.421167           0.766614             0.561216         6.526406  
    205               0.259202               0.258235          0.047190          0.118228             0.118725           0.150254                0.048165                 0.784950          1.260627          3.580898          6.020178            11.646653               monoclinic           0.197509             0.311284                0.156585             256.685695           0.147192             0.286189         9.163281  
    206               0.010027               0.143736          0.074843          0.233706             0.215053           0.107999                0.214637                 0.173466          2.835183          6.833078          9.009489            18.851216             orthorhombic           0.509387            -0.604704                0.028905              65.429857           0.243696             0.551104         4.639767  
    207               0.220312               0.095267          0.218696          0.012577             0.182066           0.107401                0.163681                 1.322227          2.116607          3.565915          2.662621             9.667370             orthorhombic           0.932481             0.530021                0.408694              97.093382           0.337919             0.100900         9.856861  
    208               0.040646               0.086152          0.249369          0.327394             0.024808           0.198717                0.072913                 1.250517          2.377099          5.716494         10.341101            19.685211               monoclinic           1.487755            -0.611049                0.385122             403.781699           0.645873             0.078639         4.331987  
    209               0.139875               0.020703          0.064999          0.305843             0.083178           0.144795                0.240607                 1.305832          4.124769          3.921310          2.776857            12.128767               tetragonal           1.277514            -0.111249                0.962193             294.204730           0.908506             0.494492         7.903192  
    210               0.187328               0.247400          0.189028          0.081421             0.033799           0.091749                0.169274                 0.168530          5.667965          2.732463          8.185715            16.754673                    cubic           0.332712            -0.844467                0.325225             618.980641           0.831360             0.126263         0.388593  
    211               0.119405               0.022657          0.080210          0.266677             0.183128           0.215906                0.112017                 1.423295          0.627333          1.241824          3.462411             6.754864             orthorhombic           0.311833             0.249363                0.747615             560.090020           0.975121             0.146276         9.110472  
    212               0.101756               0.081066          0.184453          0.093076             0.232283           0.141878                0.165488                 0.105660          4.687035          7.039250          9.240995            21.072940               monoclinic           0.123444             0.857713                0.600459             521.522971           0.607511             0.594720         5.565960  
    213               0.055920               0.215514          0.268721          0.179092             0.058752           0.208207                0.013794                 0.984063          4.818931          3.153908          6.302132            15.259035                 trigonal           1.711012             0.887319                0.163487             351.736155           0.198381             0.640193         6.746125  
    214               0.179165               0.177203          0.017190          0.131754             0.204360           0.092110                0.198217                 0.762096          4.968506          3.511022         11.001919            20.243544             orthorhombic           0.915801             0.300291                0.422045             329.253196           0.513349             0.047385         9.802322  
    215               0.152490               0.118016          0.107747          0.126583             0.185607           0.156588                0.152969                 0.173855          2.495235          6.883678         13.048588            22.601355               tetragonal           1.853203             0.921279                0.279654             720.966355           0.672507             0.937656         6.320692  
    216               0.138201               0.258391          0.114927          0.258911             0.088471           0.006552                0.134547                 0.789231          4.197930          5.777586          5.723354            16.488100               tetragonal           0.972552            -0.678011                0.116468             637.492675           0.595735             0.767756         5.109189  
    217               0.036017               0.136707          0.149791          0.240992             0.219606           0.036934                0.179953                 1.103448          4.797064          7.624839          2.078629            15.603980                 trigonal           0.715231            -0.718268                0.640433             635.379224           0.930572             0.459678         2.768619  
    218               0.227548               0.050773          0.078249          0.190641             0.261015           0.152848                0.038927                 0.026101          2.022327          1.517401         12.840614            16.406444                hexagonal           0.453984            -0.953747                0.601698             707.047516           0.794423             0.211841         0.789704  
    219               0.160867               0.025448          0.171223          0.117711             0.030547           0.220707                0.273497                 1.175765          0.300597          2.995202          6.440931            10.912496               tetragonal           1.786728            -0.605279                0.159324             330.207498           0.458801             0.768197         9.339133  
    220               0.243251               0.271561          0.086711          0.189955             0.023624           0.070827                0.114071                 0.142084          0.061433          1.295992         11.079866            12.579376             orthorhombic           1.672141            -0.339671                0.981728             520.456893           0.147623             0.209588         9.097112  
    221               0.219471               0.168299          0.152979          0.251085             0.082439           0.026194                0.099533                 1.076988          1.014350          2.753785          4.419595             9.264718               monoclinic           1.332881             0.052441                0.087806             374.837934           0.357179             0.284745         1.837533  
    222               0.142131               0.171292          0.131158          0.102503             0.160768           0.051015                0.241132                 1.710351          0.239839          8.959768         11.074290            21.984249               monoclinic           1.445701             0.084372                0.137432             462.107970           0.281837             0.017370         0.375242  
    223               0.326940               0.130453          0.053199          0.099405             0.009131           0.198297                0.182575                 1.461494          0.853039          6.328943         13.391210            22.034686                    cubic           0.449271            -0.094669                0.240768             269.919657           0.752422             0.799291         1.599389  
    224               0.322400               0.088834          0.281874          0.057690             0.230926           0.013947                0.004330                 0.879705          5.093260          9.322116          8.005762            23.300843               monoclinic           1.657190            -0.619561                0.443586             204.703623           0.394906             0.909540         1.327830  
    225               0.191718               0.293405          0.027928          0.017888             0.226729           0.241940                0.000393                 0.344920          5.118606          0.639312         11.136794            17.239631             orthorhombic           1.098096             0.448077                0.261880              65.705142           0.577128             0.456381         7.691472  
    226               0.155159               0.126492          0.145891          0.052172             0.139677           0.085868                0.294741                 0.559117          1.965362          7.933969          5.027218            15.485665                 trigonal           1.868469            -0.824125                0.504538             160.286063           0.975164             0.970784         3.419604  
    227               0.235126               0.033430          0.198651          0.228106             0.116419           0.155987                0.032282                 0.101065          2.962734          7.349097          6.003716            16.416612               monoclinic           0.123858            -0.921402                0.948483             246.502983           0.872353             0.764086         9.435444  
    228               0.266290               0.253835          0.263290          0.027239             0.034153           0.096363                0.058830                 0.829592          4.771196          2.139393          0.115079             7.855261                triclinic           0.317704             0.859769                0.737635              98.823593           0.185639             0.883158         4.207854  
    229               0.003809               0.364645          0.213250          0.060410             0.030459           0.047368                0.280058                 1.423540          2.282672          5.025360          9.614348            18.345920                 trigonal           1.268795             0.162038                0.195796             477.617061           0.391993             0.230384         0.718637  
    230               0.019099               0.122775          0.252754          0.133647             0.127029           0.179366                0.165330                 1.242313          1.324553          8.009767         13.878666            24.455299               tetragonal           1.753785             0.400279                0.409804              50.696703           0.774547             0.202978         2.847824  
    231               0.204922               0.132750          0.162690          0.068161             0.116417           0.180748                0.134312                 0.710913          5.332458          9.398614          8.539696            23.981680                triclinic           1.009831             0.432028                0.382885             287.452139           0.010522             0.818676         0.913306  
    232               0.186930               0.122993          0.119103          0.161495             0.126143           0.087882                0.195455                 0.087693          3.544791          2.821561         10.901802            17.355847             orthorhombic           1.922429             0.741505                0.611146             645.929919           0.985911             0.037862         6.245028  
    233               0.151156               0.084597          0.134906          0.204487             0.143352           0.240732                0.040770                 1.764773          3.121954          9.041068          8.226573            22.154367             orthorhombic           0.734109             0.773085                0.428366             558.301343           0.430572             0.505222         4.316944  
    234               0.165585               0.213488          0.116352          0.052258             0.110180           0.068525                0.273612                 0.826769          3.899232          4.291674          3.526651            12.544326                    cubic           1.613282             0.301620                0.427366             495.073395           0.781961             0.475965         0.621164  
    235               0.148653               0.190290          0.175333          0.046159             0.154060           0.145356                0.140148                 0.880616          3.012550          1.464154          8.665971            14.023290                 trigonal           0.924166             0.519476                0.723197             516.762446           0.434880             0.878069         6.796606  
    236               0.088114               0.086849          0.292527          0.277269             0.069285           0.137290                0.048667                 0.713442          2.962490          9.815414         12.026999            25.518345                 trigonal           1.089437            -0.175779                0.151783             617.482168           0.374634             0.912295         7.001459  
    237               0.011631               0.277069          0.075156          0.105366             0.173688           0.071673                0.285417                 1.690872          1.556665          0.317521         10.933933            14.498990                triclinic           1.542028             0.825596                0.774159             177.297685           0.622920             0.704458         1.710894  
    238               0.152953               0.047097          0.068518          0.083383             0.195483           0.246275                0.206291                 0.260385          5.378693          4.804238          9.546424            19.989740                triclinic           0.704799            -0.052832                0.435683             504.673139           0.585961             0.635194         9.017291  
    239               0.184806               0.039381          0.002349          0.075130             0.183986           0.275221                0.239127                 0.309854          0.733101          0.450126          3.368154             4.861236               monoclinic           0.674310            -0.487774                0.498003             248.311530           0.844583             0.159796         2.064266  
    240               0.180928               0.123033          0.140112          0.089000             0.103595           0.155744                0.207589                 1.348640          1.290666          4.738649          0.263565             7.641519                 trigonal           1.696606             0.734019                0.393973             131.688897           0.338629             0.482194         3.447643  
    241               0.204849               0.196677          0.147342          0.066199             0.087752           0.184418                0.112763                 1.424978          1.704374          9.047258          5.303698            17.480308                 trigonal           0.860595             0.955932                0.087386             536.877269           0.581825             0.639932         9.807704  
    242               0.022438               0.052573          0.103227          0.136247             0.262322           0.154905                0.268288                 1.862202          1.590507          4.688710          4.310252            12.451672                hexagonal           1.220475             0.108758                0.327851             574.021186           0.071213             0.726552         2.045799  
    243               0.008395               0.226892          0.194828          0.122963             0.228598           0.015850                0.202475                 0.178664          1.902295          0.636692          5.645361             8.363011                hexagonal           1.542728            -0.584022                0.119355             426.915699           0.377376             0.477953         9.262408  
    244               0.007783               0.205921          0.289341          0.152951             0.056444           0.009160                0.278401                 0.090774          0.705790          6.654100          2.680037            10.130700                hexagonal           0.879674            -0.110580                0.485128             241.592119           0.251972             0.044950         5.481517  
    245               0.117174               0.170696          0.026883          0.114319             0.155549           0.210786                0.204593                 0.202731          0.905766          1.604627          8.161196            10.874320               tetragonal           0.726740            -0.650821                0.519172             111.298482           0.456938             0.111189         9.867923  
