Sample material properties:
 material_id  transition_metal_content  rare_earth_content  carbon_content  main_group_content  alkali_metal_content  halogen_content  post_transition_metal_content  s_electron_count  p_electron_count  d_electron_count  f_electron_count  total_valence_electrons crystalline_symmetry  spin_orbit_coupling  magnetic_anisotropy  electron_phonon_coupling  thermal_stability  chemical_stability  synthesis_difficulty  cost_factor
    187               0.182882               0.142569          0.155299          0.181153             0.155950           0.047671                0.134476                 1.752677          3.262014          6.273104          0.972828            12.260624                 trigonal           0.863810             0.986270                0.437042             318.293346           0.508880             0.121468         6.056848  
    188               0.076555               0.135175          0.321514          0.024960             0.031533           0.342336                0.067927                 0.978219          2.244051          6.836016          7.375483            17.433768                triclinic           0.900433            -0.138687                0.171473             273.060871           0.485499             0.982308         6.537627  
    189               0.215856               0.129869          0.217497          0.028132             0.221086           0.009022                0.178539                 1.182116          0.945180          2.752142         11.579011            16.458448             orthorhombic           1.353824            -0.659970                0.438309             652.420650           0.417787             0.058694         6.537547  
    190               0.236248               0.201298          0.192422          0.037116             0.190731           0.067320                0.074865                 1.646267          3.240732          3.701400          5.044595            13.632994                hexagonal           0.026471            -0.042998                0.022037             664.626129           0.265983             0.305997         4.823707  
    191               0.317523               0.122354          0.040908          0.124365             0.181719           0.067956                0.145176                 0.034298          3.343690          1.102850          6.889375            11.370213                 trigonal           1.257024             0.385043                0.567065             357.477131           0.927366             0.961556         3.590843  
    192               0.257969               0.024000          0.261024          0.124161             0.128571           0.101776                0.102500                 1.302362          4.355692          6.120239          1.570701            13.348994             orthorhombic           0.840442            -0.423266                0.164364             209.227668           0.200594             0.127038         4.097792  
    193               0.236224               0.119350          0.109249          0.097423             0.197436           0.232904                0.007415                 0.095714          0.300599          1.630528         10.169337            12.196179               tetragonal           1.282016             0.951624                0.947634             509.824556           0.133365             0.715325         1.372392  
    194               0.012513               0.268747          0.028396          0.239907             0.242208           0.172340                0.035888                 0.823443          2.525024          2.177813          4.855297            10.381578               tetragonal           1.110375            -0.230875                0.738888             119.240429           0.553450             0.987857         0.263879  
    195               0.263127               0.002741          0.093218          0.008992             0.321063           0.160806                0.150053                 0.131108          4.169944          1.060115         11.421579            16.782745                 trigonal           1.627568            -0.163949                0.889440             718.735486           0.127418             0.808047         7.225350  
    196               0.023326               0.099375          0.065451          0.227071             0.233314           0.265919                0.085544                 0.172824          1.836130          6.397245         13.908616            22.314814                triclinic           0.576028             0.900548                0.901214             709.623319           0.870608             0.148266         8.903313  
    197               0.102775               0.022354          0.116098          0.296841             0.191634           0.074045                0.196253                 1.313255          4.999267          0.913630          2.739121             9.965273               tetragonal           1.089376            -0.236430                0.194655             522.596823           0.606420             0.490849         7.225642  
    198               0.036271               0.219365          0.291874          0.152426             0.000868           0.065784                0.233411                 0.015764          2.770844          4.554980          1.428748             8.770337                hexagonal           1.970396             0.464800                0.875847             799.673868           0.865821             0.797784         5.544919  
    199               0.146812               0.088323          0.169570          0.255784             0.087723           0.002011                0.249777                 1.719689          0.777117          9.593068          9.855685            21.945558               monoclinic           0.185335             0.448137                0.684546             134.791746           0.113553             0.639688         7.633994  
    200               0.239459               0.091784          0.144476          0.012267             0.239309           0.128614                0.144091                 0.919146          3.227353          8.423427          1.813076            14.383001             orthorhombic           0.538948            -0.573162                0.108403             518.072158           0.035317             0.181914         9.167560  
    201               0.201231               0.166175          0.075910          0.176355             0.235888           0.009432                0.135010                 0.161466          2.272689          0.553981          9.216475            12.204610                hexagonal           0.450210             0.547417                0.741311              92.720073           0.215135             0.919197         5.097938  
    202               0.233354               0.170678          0.038444          0.090365             0.155982           0.050460                0.260717                 1.439580          1.921145          7.413666         12.190255            22.964646                    cubic           1.721772             0.382139                0.269889             698.897667           0.399502             0.235723         0.966839  
    203               0.108248               0.239085          0.151770          0.247329             0.094206           0.004957                0.154406                 1.186457          1.402314          0.968543          8.927820            12.485134                 trigonal           0.588650            -0.396849                0.375696             495.990807           0.088719             0.109690         7.625929  
    204               0.115238               0.129706          0.100580          0.121583             0.161384           0.225401                0.146108                 1.972082          4.085127          2.007742         10.415209            18.480160               monoclinic           0.803526             0.098562                0.594654             781.331821           0.357198             0.208551         0.512448  
    205               0.123280               0.143456          0.034451          0.198340             0.107780           0.213444                0.179248                 0.064068          4.594797          1.102736          6.707253            12.468854               tetragonal           0.208896             0.057719                0.896517             790.805444           0.920370             0.785281         7.940104  
    206               0.111364               0.107302          0.232212          0.093431             0.241456           0.040045                0.174189                 0.274676          4.038874          5.598337          4.868347            14.780234                 trigonal           1.248183             0.685382                0.246677             684.428307           0.149292             0.953327         2.192143  
    207               0.096449               0.054937          0.238416          0.113109             0.119715           0.117383                0.259992                 0.410380          1.183757          6.436763          0.598730             8.629629                    cubic           0.278960            -0.272660                0.232079             375.831446           0.219465             0.230155         3.747460  
    208               0.078591               0.197741          0.079621          0.095648             0.086758           0.216447                0.245195                 0.422727          2.813326          4.188284          5.876352            13.300689               monoclinic           0.636317            -0.261045                0.712034             611.645985           0.184037             0.785989         4.491915  
    209               0.029814               0.025061          0.218547          0.203209             0.160165           0.077121                0.286083                 0.484659          5.163264          3.123851          2.422003            11.193777                hexagonal           1.459354             0.396315                0.061685             554.829523           0.037480             0.242010         4.390239  
    210               0.024727               0.201421          0.122026          0.268958             0.262690           0.067775                0.052404                 1.610441          0.386404          0.257403          1.907095             4.161344                triclinic           1.156106             0.419337                0.776860             752.336175           0.999749             0.983538         6.828135  
    211               0.140375               0.082338          0.050123          0.163726             0.191552           0.274583                0.097303                 0.960523          3.809086          3.268434          0.233740             8.271784                 trigonal           0.147502            -0.140472                0.113645             314.931858           0.761671             0.744135         8.045170  
    212               0.176108               0.097367          0.295816          0.096303             0.030635           0.057875                0.245895                 0.237625          4.909551          8.431672          1.360246            14.939093               monoclinic           0.766777            -0.637259                0.062372             670.224844           0.855152             0.192098         4.604753  
    213               0.081722               0.255685          0.006706          0.216322             0.186175           0.151135                0.102254                 1.602458          2.512064          0.334906          9.663306            14.112734                    cubic           1.441881            -0.873268                0.989842             366.806714           0.372820             0.884707         7.415028  
    214               0.124965               0.103898          0.064086          0.235237             0.133487           0.181564                0.156762                 1.489860          1.902797          6.383771          8.626960            18.403388                hexagonal           0.991018             0.717168                0.804792             492.815005           0.187426             0.666617         3.509670  
    215               0.031066               0.306144          0.090594          0.272208             0.176964           0.015915                0.107109                 0.758661          5.951113          5.874293         10.979069            23.563136                triclinic           0.241406            -0.851582                0.182608             200.759667           0.592982             0.220135         4.067045  
    216               0.292341               0.134907          0.020704          0.065718             0.111112           0.149906                0.225311                 0.977874          4.549632          0.991632          7.982132            14.501269                triclinic           0.289324             0.732117                0.434983             665.344971           0.129399             0.623229         0.994613  
    217               0.104886               0.261169          0.107485          0.165913             0.010606           0.155401                0.194541                 0.320088          1.530067          4.600673          4.043066            10.493894                 trigonal           1.537093             0.482145                0.488939             708.318189           0.171490             0.889935         7.082507  
    218               0.211341               0.080261          0.159685          0.123519             0.069564           0.129732                0.225897                 1.262915          1.223139          3.757015          5.454714            11.697783                triclinic           0.407263            -0.619231                0.828696             382.856613           0.171533             0.170438         5.690327  
    219               0.178450               0.127703          0.043496          0.172806             0.011854           0.276549                0.189142                 1.692034          0.013339          8.057689         13.044941            22.808004               tetragonal           0.585259            -0.517283                0.659649             142.532803           0.625024             0.918493         2.883870  
    220               0.243335               0.180184          0.058936          0.228439             0.024485           0.061621                0.202999                 0.640092          2.664727          0.212232         13.865445            17.382495                 trigonal           1.111970            -0.718306                0.263924             257.298316           0.017100             0.566669         6.236833  
    221               0.183603               0.175583          0.090203          0.277621             0.148988           0.054764                0.069238                 1.054823          0.137737          7.826487         11.020466            20.039512                triclinic           0.092147            -0.020348                0.787818              52.244964           0.771657             0.380100         1.566569  
    222               0.112296               0.087221          0.088739          0.105644             0.221162           0.260245                0.124694                 0.065742          0.094270          5.508859          0.769453             6.438324             orthorhombic           0.664446             0.408397                0.657037             599.451960           0.733771             0.035076         5.954810  
    223               0.157534               0.126693          0.143274          0.120042             0.190615           0.202446                0.059397                 1.103658          0.224971          9.594102          3.229979            14.152711               monoclinic           0.559948            -0.213474                0.098369             317.281848           0.069753             0.279233         5.497017  
    224               0.177097               0.069161          0.115491          0.102080             0.209788           0.186596                0.139786                 1.445581          1.776311          0.577362          4.726972             8.526226                    cubic           0.048393             0.740740                0.466538             186.580776           0.176550             0.042828         6.034101  
    225               0.139659               0.048669          0.001498          0.272213             0.133921           0.029875                0.374166                 0.650636          0.256949          9.789708          9.163220            19.860513             orthorhombic           1.977917            -0.962059                0.379687             331.501906           0.675502             0.708424         6.376099  
    226               0.200804               0.030685          0.093482          0.131173             0.284652           0.101398                0.157806                 0.374352          5.132985          6.860308          2.368594            14.736239                hexagonal           0.842356            -0.022697                0.981810              76.155478           0.406262             0.785712         1.320019  
    227               0.239712               0.217019          0.029961          0.059136             0.165204           0.119844                0.169125                 0.742640          0.385318          6.056081         11.627569            18.811608             orthorhombic           1.858524            -0.041127                0.935057             791.686532           0.628775             0.111509         9.050362  
    228               0.230497               0.106925          0.197886          0.030059             0.258016           0.118697                0.057920                 0.796483          4.352461          9.834948          5.969966            20.953858                triclinic           0.374884             0.992250                0.232607             102.634397           0.470867             0.632587         4.833946  
    229               0.271241               0.266510          0.053621          0.092142             0.011799           0.117666                0.187021                 1.177426          5.590379          6.154152          1.172180            14.094137             orthorhombic           0.103011             0.071282                0.635001             452.780802           0.573197             0.503225         3.363187  
    230               0.104724               0.104559          0.144707          0.173793             0.035663           0.155603                0.280951                 1.983561          3.636727          7.492106          5.437021            18.549415                hexagonal           0.202859             0.914133                0.156734             546.244074           0.278070             0.226154         4.320055  
    231               0.232200               0.210253          0.174900          0.087499             0.192293           0.004488                0.098367                 1.596191          2.667147          3.987898          9.722760            17.973995                triclinic           0.603166             0.419511                0.147519             258.632206           0.434154             0.825935         6.985708  
    232               0.238244               0.076702          0.217228          0.209413             0.084188           0.050899                0.123327                 1.151724          4.625189          7.193051          9.320809            22.290773                 trigonal           0.451583            -0.002408                0.204856             584.111667           0.690494             0.462777         7.111685  
    233               0.073253               0.272091          0.023261          0.135876             0.206370           0.078017                0.211130                 1.145198          2.034019          6.788820          0.704920            10.672957               tetragonal           1.823541             0.609183                0.691449             205.438893           0.571447             0.036470         4.612538  
    234               0.305607               0.327945          0.081548          0.023311             0.100609           0.037288                0.123692                 0.679119          3.838952          8.615207          4.115663            17.248940                triclinic           1.750443            -0.203612                0.727251             488.247987           0.014803             0.366823         4.279188  
    235               0.038399               0.158617          0.188881          0.313199             0.028447           0.069293                0.203165                 1.764227          1.563720          7.026499          6.588228            16.942674               tetragonal           0.076757            -0.920603                0.820745             646.411641           0.434913             0.437115         6.162112  
    236               0.112120               0.112507          0.240510          0.105608             0.318328           0.076612                0.034316                 0.691519          2.371645          0.871264         11.814300            15.748727             orthorhombic           0.268716            -0.980925                0.077520             738.183618           0.836079             0.186712         1.843770  
    237               0.061684               0.088971          0.204050          0.207230             0.253051           0.091349                0.093665                 0.078279          0.783179          2.772960          6.308349             9.942767               tetragonal           1.687856            -0.301939                0.266434             570.002995           0.548128             0.549874         1.628547  
    238               0.173374               0.102184          0.160392          0.189337             0.024964           0.193790                0.155959                 1.664044          4.345972          4.752359          5.963481            16.725857                hexagonal           0.984721            -0.022393                0.524525             528.880443           0.203988             0.354420         4.714457  
    239               0.098634               0.238153          0.205243          0.052104             0.200100           0.107486                0.098282                 0.629682          2.745444          2.515541          1.668135             7.558801               monoclinic           1.569281            -0.709623                0.549465             237.482232           0.607200             0.901605         7.767899  
    240               0.203408               0.088293          0.026996          0.191141             0.273131           0.054222                0.162809                 0.861422          0.348138          3.584924         13.594553            18.389036               monoclinic           0.729873             0.901404                0.416135             406.032223           0.823180             0.431951         7.087155  
    241               0.093373               0.084361          0.215073          0.228136             0.208280           0.114759                0.056018                 1.724326          1.764930          2.168695          3.224920             8.882871             orthorhombic           1.808070             0.924289                0.262432             267.944318           0.856321             0.744249         4.641943  
    242               0.162566               0.207189          0.292092          0.015381             0.063385           0.255469                0.003917                 1.096417          0.990338          6.693757          3.435399            12.215911                hexagonal           0.913239            -0.263773                0.811429             350.608532           0.034616             0.187331         6.415436  
    243               0.080757               0.172530          0.177676          0.180862             0.169811           0.034224                0.184141                 0.569830          5.565979          6.823074          5.695868            18.654751               tetragonal           0.919043             0.144735                0.437777             693.636711           0.402305             0.326704         5.814516  
    244               0.202806               0.216571          0.013785          0.132877             0.175921           0.002718                0.255322                 1.776490          2.709187          6.697658          4.678047            15.861382                triclinic           1.833025            -0.183073                0.927013             449.046776           0.929870             0.164605         0.776834  
    245               0.138321               0.154721          0.281317          0.113373             0.031827           0.104131                0.176311                 1.732809          4.597372          0.748283         12.208303            19.286768                    cubic           1.342948             0.536618                0.228894             592.691167           0.170558             0.145253         6.339200  
    246               0.153507               0.178143          0.152172          0.167349             0.151439           0.163353                0.034036                 0.763878          2.396598          7.091237         10.557740            20.809453                    cubic           0.890646            -0.798264                0.251625             656.755092           0.966880             0.643252         3.377621  
    247               0.017217               0.263698          0.233834          0.135869             0.004067           0.260481                0.084834                 0.723661          3.663252          4.720702         10.327972            19.435587                triclinic           1.587349             0.603993                0.138044             490.954661           0.373589             0.819293         2.501902  
    248               0.252860               0.094691          0.213276          0.047467             0.063237           0.001434                0.327035                 0.118528          0.966373          2.842143          3.690524             7.617567             orthorhombic           1.792160            -0.136670                0.226868             773.771340           0.060468             0.311981         6.092693  
    249               0.117137               0.211718          0.102637          0.084998             0.042126           0.144107                0.297278                 0.280294          4.224237          8.934519          3.128089            16.567139                triclinic           1.706865             0.390566                0.087833             418.515915           0.942156             0.061704         2.554969  
    250               0.156718               0.194704          0.046950          0.225291             0.133281           0.027172                0.215884                 1.149276          1.400444          2.242728         10.496192            15.288639                 trigonal           1.109088            -0.890116                0.373405             454.235945           0.109339             0.739155         2.760373  
    251               0.127662               0.151312          0.170641          0.172899             0.147706           0.126595                0.103185                 1.091351          1.643896          6.799215          9.285265            18.819726                 trigonal           1.675847            -0.211621                0.790922             371.621962           0.220404             0.810819         2.467549  
    252               0.102990               0.240935          0.258936          0.263423             0.022032           0.045191                0.066493                 0.735923          3.922174          2.255657         11.618056            18.531811                triclinic           0.186220             0.595548                0.153271             193.446431           0.640853             0.770929         9.726678  
    253               0.211746               0.196496          0.296830          0.139418             0.080580           0.062346                0.012585                 1.864937          4.049774          8.273056          2.415254            16.603020             orthorhombic           0.373892            -0.770752                0.957008             478.179113           0.736824             0.216999         5.572733  
    254               0.063900               0.280336          0.188265          0.148087             0.253732           0.057941                0.007738                 1.429895          2.089700          5.896938          1.434009            10.850542                    cubic           1.437081            -0.571568                0.846636             412.180506           0.202802             0.706741         6.459085  
    255               0.050116               0.018576          0.175458          0.201101             0.175941           0.186808                0.192001                 1.131745          3.856755          4.499204          8.348995            17.836699             orthorhombic           0.268363            -0.266102                0.355637             443.919766           0.613798             0.279479         9.977121  
    256               0.081514               0.144854          0.039032          0.140568             0.223835           0.155116                0.215081                 1.318035          1.443162          1.447005         10.378011            14.586213                    cubic           0.068558            -0.859275                0.727570             646.987270           0.365766             0.381758         2.666122  
    257               0.059805               0.142938          0.117584          0.257486             0.225029           0.138247                0.058912                 1.458728          1.049588          7.191473          5.576185            15.275974                hexagonal           1.725670            -0.029682                0.313559             401.841730           0.338720             0.344106         9.768985  
    258               0.061865               0.093787          0.207347          0.156524             0.103133           0.178010                0.199333                 0.694453          2.283325          2.486925          2.501690             7.966392             orthorhombic           1.611979            -0.361966                0.236641             763.527189           0.169882             0.545955         7.817149  
    259               0.130428               0.145596          0.200110          0.130737             0.111918           0.232292                0.048919                 0.558703          0.038577          8.734735         10.565854            19.897869                 trigonal           1.361298            -0.214715                0.833251              53.506208           0.323136             0.196251         6.088111  
    260               0.144485               0.084049          0.078773          0.246031             0.259074           0.030461                0.157127                 1.662490          4.137954          4.772243          2.931130            13.503817                hexagonal           1.266936             0.736056                0.495642             157.585429           0.528142             0.512372         9.094220  
    261               0.020257               0.014857          0.455164          0.237027             0.098069           0.066953                0.107673                 0.640105          0.441771          8.926814         13.526216            23.534905                 trigonal           0.291380             0.738144                0.605554             330.132507           0.538629             0.378802         4.891325  
    262               0.015417               0.216578          0.411886          0.002120             0.085534           0.029568                0.238897                 1.724213          0.750765          8.768801          6.033847            17.277626                hexagonal           1.341083            -0.947370                0.864894             342.014503           0.477971             0.835088         4.720741  
    263               0.129312               0.164712          0.173821          0.125406             0.162494           0.010363                0.233894                 0.107287          0.375896          7.528452         12.698943            20.710578                 trigonal           0.293239            -0.674337                0.554264             207.985252           0.676291             0.033652         1.776133  
    264               0.320624               0.021315          0.111997          0.016218             0.090882           0.201305                0.237659                 0.271665          4.855154          2.049457         10.532219            17.708496             orthorhombic           1.302462            -0.278766                0.762745             735.251055           0.989283             0.257002         1.997048  
    265               0.208139               0.214890          0.024817          0.129966             0.185568           0.202352                0.034268                 1.321865          0.181633          6.131102          5.651628            13.286228                hexagonal           1.295001            -0.850927                0.075627             367.679145           0.897486             0.315948         8.661479  
    266               0.186782               0.027462          0.239177          0.094952             0.207350           0.032560                0.211717                 0.953794          0.036068          9.830374          3.613727            14.433963               tetragonal           1.931938             0.936000                0.334430             334.783118           0.011440             0.846407         3.616106  
    267               0.138198               0.117054          0.109988          0.153084             0.168298           0.214118                0.099259                 0.715853          5.254403          6.431581          1.422839            13.824675                 trigonal           0.462061            -0.724795                0.136039             761.008712           0.831535             0.797665         8.448608  
    268               0.105595               0.318579          0.113205          0.132063             0.083696           0.138271                0.108591                 0.201402          4.460217          8.647206          1.459598            14.768422             orthorhombic           1.132570             0.489806                0.318397             236.640474           0.338683             0.430040         0.917309  
    269               0.274082               0.117641          0.138647          0.034524             0.129384           0.017035                0.288686                 1.870419          4.078289          1.283827          2.794524            10.027059             orthorhombic           1.106226            -0.782329                0.480638              63.830686           0.379703             0.556785         3.890370  
    270               0.159183               0.076528          0.190913          0.195180             0.122656           0.027613                0.227927                 1.508598          3.174795          6.493174          8.128897            19.305464                triclinic           0.992433            -0.032753                0.691608             304.342076           0.239390             0.134856         6.900642  
    271               0.137502               0.352734          0.051748          0.072091             0.094000           0.175096                0.116830                 0.801674          4.378451          4.545462          2.200828            11.926415               tetragonal           1.275479             0.825417                0.322338             566.096380           0.089900             0.098420         7.376159  
    272               0.170462               0.157349          0.073937          0.139220             0.162981           0.064154                0.231898                 0.072802          0.832674          2.564696          4.960147             8.430319                triclinic           1.914557             0.501795                0.576473             109.333091           0.071053             0.128302         4.942023  
    273               0.159535               0.030787          0.171106          0.134947             0.180274           0.172013                0.151339                 1.100842          1.121832          2.094065          0.688954             5.005695                hexagonal           0.049125             0.897660                0.913833             550.976421           0.840586             0.608404         1.713333  
    274               0.352596               0.177372          0.154614          0.045292             0.028306           0.120834                0.120987                 1.002200          1.080902          9.099334          0.835248            12.017683             orthorhombic           0.388779             0.340142                0.352413             311.598396           0.120560             0.880577         8.323756  
    275               0.074300               0.012613          0.238726          0.184470             0.236041           0.099697                0.154152                 1.518504          4.991943          1.480363          9.015783            17.006593               monoclinic           0.033219             0.152488                0.103550             779.954048           0.483468             0.606688         6.846232  
    276               0.225382               0.046679          0.140883          0.161193             0.179726           0.045297                0.200840                 0.852006          0.403635          3.985638          4.748326             9.989605                    cubic           0.696520             0.470167                0.178582             143.204777           0.962052             0.294125         4.117020  
    277               0.281227               0.145144          0.162349          0.016157             0.281184           0.012996                0.100943                 1.325757          2.879945          8.234688         10.308751            22.749142               tetragonal           1.233180             0.775932                0.076237             161.666248           0.135065             0.201741         4.182362  
    278               0.042692               0.125934          0.322706          0.083481             0.067434           0.247023                0.110730                 1.035984          3.748981          4.182889          4.883472            13.851326               monoclinic           0.333839             0.904595                0.064806             639.072092           0.871139             0.006206         4.649211  
    279               0.286047               0.392438          0.059021          0.007327             0.069603           0.030708                0.154857                 0.798863          1.999605          0.871047          2.582889             6.252404               monoclinic           1.859039            -0.298539                0.180214             600.555929           0.076420             0.181818         0.474472  
    280               0.126231               0.190687          0.012523          0.205935             0.075639           0.164208                0.224777                 1.618689          5.833095          7.501425         10.610098            25.563307             orthorhombic           1.848069             0.978088                0.661478             363.631199           0.961497             0.807361         2.694735  
    281               0.048229               0.152605          0.032999          0.253368             0.333566           0.050589                0.128643                 0.826931          4.485183          8.924107         13.855307            28.091528                hexagonal           1.654064            -0.668252                0.892853             658.267186           0.482986             0.039683         7.910556  
    282               0.105699               0.062660          0.101772          0.296954             0.116825           0.221445                0.094645                 1.043167          3.088999          1.593957          4.604101            10.330223                 trigonal           1.279314            -0.019193                0.354848             451.635451           0.844191             0.634684         9.441777  
    283               0.143240               0.264230          0.081404          0.216493             0.024463           0.054853                0.215316                 1.885754          0.333590          5.223992          9.582765            17.026101                    cubic           1.387198            -0.086018                0.716614             338.939782           0.753552             0.663799         4.327575  
    284               0.216437               0.225690          0.207940          0.033374             0.049451           0.063968                0.203141                 0.059108          5.443364          2.648979          5.420828            13.572279                 trigonal           0.297309             0.327695                0.563303              88.944047           0.281245             0.342763         2.138570  
    285               0.025885               0.186011          0.000447          0.246185             0.237988           0.151039                0.152444                 0.026776          5.077217          8.623823          6.036502            19.764317                hexagonal           1.033201             0.771558                0.236782             258.185672           0.328056             0.987597         4.962999  
    286               0.077956               0.081049          0.184253          0.046524             0.235251           0.204000                0.170967                 0.768322          4.531932          9.744347          0.026472            15.071072                hexagonal           1.239667             0.634606                0.350319              85.900978           0.874817             0.314872         7.500003  
    287               0.013618               0.292644          0.090593          0.260685             0.178579           0.117542                0.046339                 1.820177          0.651661          0.804644          1.990004             5.266486                    cubic           0.075498            -0.608201                0.637602             545.952255           0.658632             0.939547         4.501773  
    288               0.032167               0.123963          0.228218          0.112120             0.214931           0.058361                0.230240                 1.352436          0.627351          4.954280          6.435744            13.369810                triclinic           1.393591            -0.113838                0.460440              73.106678           0.662792             0.796245         2.468686  
    289               0.278402               0.021280          0.007624          0.250736             0.182876           0.245944                0.013137                 1.206026          3.989886          9.985914          2.349405            17.531231                triclinic           0.299963            -0.502196                0.076402             119.049431           0.452850             0.132967         4.816642  
    290               0.098516               0.213702          0.266544          0.081592             0.198467           0.119933                0.021245                 0.833821          5.198629          2.105797          9.729168            17.867415             orthorhombic           0.927789             0.664997                0.231665             527.493755           0.764365             0.614197         1.674799  
    291               0.196934               0.008825          0.051137          0.192692             0.229690           0.249935                0.070788                 0.171708          3.214907          5.640819          7.399607            16.427041                 trigonal           1.611012             0.555284                0.900655             748.080138           0.063648             0.123473         7.258755  
    292               0.092512               0.151913          0.062645          0.228553             0.140682           0.138133                0.185562                 1.844509          5.564243          9.153664         12.526818            29.089233                    cubic           0.874185            -0.531288                0.442050             412.201596           0.194646             0.712164         4.149657  
